timestamp,address,distance
1723940841.8639212,0.0,133.0
1723940841.882558,0.0,131.0
1723940841.9992495,0.0,133.0
1723940842.0134192,0.0,131.0
1723940842.1199665,0.0,133.0
1723940842.1334543,0.0,131.0
1723940842.2388268,0.0,133.0
1723940842.253835,0.0,131.0
1723940842.3740804,0.0,133.0
1723940842.3885522,0.0,131.0
1723940842.4976497,0.0,133.0
1723940842.5085897,0.0,131.0
1723940842.6140072,0.0,133.0
1723940842.6285334,0.0,131.0
1723940842.7490377,0.0,133.0
1723940842.7631416,0.0,131.0
1723940842.8693624,0.0,133.0
1723940842.8834524,0.0,131.0
1723940842.9891644,0.0,133.0
1723940843.003061,0.0,131.0
1723940843.1387765,0.0,131.0
1723940843.2578418,0.0,131.0
1723940843.61917,0.0,133.0
1723940843.6373155,0.0,131.0
1723940843.7395642,0.0,133.0
1723940843.7538252,0.0,131.0
1723940843.8741436,0.0,133.0
1723940843.8885581,0.0,131.0
1723940843.9941158,0.0,133.0
1723940844.0085816,0.0,131.0
1723940844.1139379,0.0,133.0
1723940844.127773,0.0,131.0
1723940844.2487128,0.0,133.0
1723940844.2637424,0.0,131.0
1723940844.369104,0.0,133.0
1723940844.3831153,0.0,131.0
1723940844.4891098,0.0,133.0
1723940844.5033114,0.0,131.0
1723940844.624201,0.0,133.0
1723940844.6386962,0.0,131.0
1723940844.7449033,0.0,133.0
1723940844.7584069,0.0,131.0
1723940844.866379,0.0,133.0
1723940844.8783844,0.0,131.0
1723940844.9993858,0.0,133.0
1723940845.0138922,0.0,131.0
1723940845.11906,0.0,133.0
1723940845.1325822,0.0,131.0
1723940845.2389905,0.0,133.0
1723940845.2534258,0.0,131.0
1723940845.3743544,0.0,133.0
1723940845.3885255,0.0,131.0
1723940845.4941843,0.0,133.0
1723940845.507793,0.0,131.0
1723940845.614507,0.0,133.0
1723940845.6284764,0.0,131.0
1723940845.7487655,0.0,133.0
1723940845.7634256,0.0,131.0
1723940845.8688726,0.0,133.0
1723940845.8831809,0.0,131.0
1723940846.2442522,0.0,133.0
1723940846.2585084,0.0,131.0
1723940846.366608,0.0,133.0
1723940846.3795965,0.0,131.0
1723940846.498998,0.0,133.0
1723940846.5133889,0.0,131.0
1723940846.619178,0.0,133.0
1723940846.6331055,0.0,131.0
1723940846.7390468,0.0,133.0
1723940846.753558,0.0,131.0
1723940846.8744378,0.0,133.0
1723940846.8877206,0.0,131.0
1723940846.9940367,0.0,133.0
1723940847.0090287,0.0,131.0
1723940847.11399,0.0,133.0
1723940847.1288471,0.0,131.0
1723940847.249076,0.0,133.0
1723940847.262734,0.0,131.0
1723940847.3685756,0.0,133.0
1723940847.383536,0.0,131.0
1723940847.4889162,0.0,133.0
1723940847.5030193,0.0,131.0
1723940847.6241019,0.0,133.0
1723940847.6385694,0.0,131.0
1723940847.7441788,0.0,133.0
1723940847.7584748,0.0,131.0
1723940847.864442,0.0,133.0
1723940847.8779833,0.0,131.0
1723940847.9990025,0.0,133.0
1723940848.0137327,0.0,131.0
1723940848.11912,0.0,133.0
1723940848.1327124,0.0,131.0
1723940848.238951,0.0,133.0
1723940848.2538311,0.0,131.0
1723940848.3740234,0.0,133.0
1723940848.3878198,0.0,131.0
1723940848.4937532,0.0,133.0
1723940848.5085583,0.0,131.0
1723940848.869228,0.0,133.0
1723940848.8833625,0.0,131.0
1723940848.9890885,0.0,133.0
1723940849.0032692,0.0,131.0
1723940849.1242115,0.0,133.0
1723940849.1384957,0.0,131.0
1723940849.244025,0.0,133.0
1723940849.2584379,0.0,131.0
1723940849.3637295,0.0,133.0
1723940849.378816,0.0,131.0
1723940849.4989917,0.0,133.0
1723940849.5129023,0.0,131.0
1723940849.619388,0.0,133.0
1723940849.6339793,0.0,131.0
1723940849.738855,0.0,133.0
1723940849.7535079,0.0,131.0
1723940849.8741984,0.0,133.0
1723940849.888447,0.0,131.0
1723940849.993902,0.0,133.0
1723940850.008437,0.0,131.0
1723940850.11367,0.0,133.0
1723940850.1283474,0.0,131.0
1723940850.2492561,0.0,133.0
1723940850.2634814,0.0,131.0
1723940850.369006,0.0,133.0
1723940850.3826513,0.0,131.0
1723940850.4913256,0.0,133.0
1723940850.503812,0.0,131.0
1723940850.6239734,0.0,133.0
1723940850.6386743,0.0,131.0
1723940850.7441084,0.0,133.0
1723940850.7580078,0.0,131.0
1723940850.8639898,0.0,133.0
1723940850.8782847,0.0,131.0
1723940850.9988995,0.0,133.0
1723940851.013609,0.0,131.0
1723940851.1186037,0.0,133.0
1723940851.1337132,0.0,131.0
1723940851.4943233,0.0,133.0
1723940851.50874,0.0,131.0
1723940851.6142912,0.0,133.0
1723940851.6283832,0.0,131.0
1723940851.748161,0.0,133.0
1723940851.7639172,0.0,131.0
1723940851.8690898,0.0,133.0
1723940851.8842187,0.0,131.0
1723940851.9888582,0.0,133.0
1723940852.003117,0.0,131.0
1723940852.1240742,0.0,133.0
1723940852.1387296,0.0,131.0
1723940852.2440188,0.0,133.0
1723940852.258708,0.0,131.0
1723940852.3722749,0.0,133.0
1723940852.3786798,0.0,131.0
1723940852.4990456,0.0,133.0
1723940852.5135248,0.0,131.0
1723940852.6190171,0.0,133.0
1723940852.6352808,0.0,131.0
1723940852.7431457,0.0,133.0
1723940852.753477,0.0,131.0
1723940852.8744442,0.0,133.0
1723940852.8885465,0.0,131.0
1723940852.9941344,0.0,133.0
1723940853.0084572,0.0,131.0
1723940853.1142368,0.0,133.0
1723940853.1285038,0.0,131.0
1723940853.248567,0.0,133.0
1723940853.2634408,0.0,131.0
1723940853.3691468,0.0,133.0
1723940853.3836114,0.0,131.0
1723940853.489003,0.0,133.0
1723940853.504099,0.0,131.0
1723940853.6241915,0.0,133.0
1723940853.638634,0.0,131.0
1723940853.74412,0.0,133.0
1723940853.758422,0.0,131.0
1723940854.1191354,0.0,133.0
1723940854.1331637,0.0,131.0
1723940854.240257,0.0,133.0
1723940854.2534277,0.0,131.0
1723940854.373951,0.0,133.0
1723940854.3897822,0.0,131.0
1723940854.4939756,0.0,133.0
1723940854.5101423,0.0,131.0
1723940854.614767,0.0,133.0
1723940854.6283429,0.0,131.0
1723940854.7523305,0.0,133.0
1723940854.7635274,0.0,131.0
1723940854.8688464,0.0,133.0
1723940854.8851802,0.0,131.0
1723940854.988946,0.0,133.0
1723940855.004416,0.0,131.0
1723940855.124438,0.0,133.0
1723940855.140309,0.0,131.0
1723940855.2439342,0.0,133.0
1723940855.25841,0.0,131.0
1723940855.3637934,0.0,133.0
1723940855.3813093,0.0,131.0
1723940855.498905,0.0,133.0
1723940855.5138435,0.0,131.0
1723940855.6189082,0.0,133.0
1723940855.633728,0.0,131.0
1723940855.7389684,0.0,133.0
1723940855.7538426,0.0,131.0
1723940855.874179,0.0,133.0
1723940855.889313,0.0,131.0
1723940855.9945176,0.0,133.0
1723940856.0104065,0.0,131.0
1723940856.1139758,0.0,133.0
1723940856.1278477,0.0,131.0
1723940856.2506835,0.0,133.0
1723940856.2628982,0.0,131.0
1723940856.3689518,0.0,133.0
1723940856.3836875,0.0,131.0
1723940856.7448812,0.0,133.0
1723940856.758373,0.0,131.0
1723940856.8652291,0.0,133.0
1723940856.8783965,0.0,131.0
1723940856.9981666,0.0,133.0
1723940857.0132434,0.0,131.0
1723940857.118928,0.0,133.0
1723940857.1336782,0.0,131.0
1723940857.238968,0.0,133.0
1723940857.2534149,0.0,131.0
1723940857.3742983,0.0,133.0
1723940857.3887506,0.0,131.0
1723940857.4935696,0.0,133.0
1723940857.5087132,0.0,131.0
1723940857.613936,0.0,133.0
1723940857.632379,0.0,131.0
1723940857.7485228,0.0,133.0
1723940857.762891,0.0,131.0
1723940857.8710616,0.0,133.0
1723940857.8826952,0.0,131.0
1723940857.9891486,0.0,133.0
1723940858.0037842,0.0,131.0
1723940858.1239524,0.0,133.0
1723940858.1405325,0.0,131.0
1723940858.2440507,0.0,133.0
1723940858.25833,0.0,131.0
1723940858.364427,0.0,133.0
1723940858.3778868,0.0,131.0
1723940858.4984596,0.0,133.0
1723940858.5131118,0.0,131.0
1723940858.6189365,0.0,133.0
1723940858.6332786,0.0,131.0
1723940858.7389596,0.0,133.0
1723940858.7531033,0.0,131.0
1723940858.8740125,0.0,133.0
1723940858.8882523,0.0,131.0
1723940858.9936895,0.0,133.0
1723940859.0083723,0.0,131.0
1723940859.3690255,0.0,133.0
1723940859.3832242,0.0,131.0
1723940859.6234536,0.0,133.0
1723940859.6384532,0.0,131.0
1723940859.7437742,0.0,133.0
1723940859.758221,0.0,131.0
1723940859.8637185,0.0,133.0
1723940859.879545,0.0,131.0
1723940859.9981916,0.0,133.0
1723940860.013733,0.0,131.0
1723940860.1181524,0.0,133.0
1723940860.1325767,0.0,131.0
1723940860.2391648,0.0,133.0
1723940860.2532969,0.0,131.0
1723940860.374032,0.0,133.0
1723940860.3883514,0.0,131.0
1723940860.4936893,0.0,133.0
1723940860.5076487,0.0,131.0
1723940860.613991,0.0,133.0
1723940860.6283815,0.0,131.0
1723940860.7487507,0.0,133.0
1723940860.7628741,0.0,131.0
1723940860.8682702,0.0,133.0
1723940860.8838227,0.0,131.0
1723940860.9890277,0.0,133.0
1723940861.0034306,0.0,131.0
1723940861.1235464,0.0,133.0
1723940861.1380875,0.0,131.0
1723940861.245593,0.0,133.0
1723940861.2582808,0.0,131.0
1723940861.3640115,0.0,133.0
1723940861.3783395,0.0,131.0
1723940861.497873,0.0,133.0
1723940861.512873,0.0,131.0
1723940861.6186752,0.0,133.0
1723940861.6332943,0.0,131.0
1723940861.9937255,0.0,133.0
1723940862.0078359,0.0,131.0
1723940862.1140127,0.0,133.0
1723940862.132849,0.0,131.0
1723940862.2485585,0.0,133.0
1723940862.263202,0.0,131.0
1723940862.3679254,0.0,133.0
1723940862.3829257,0.0,131.0
1723940862.488464,0.0,133.0
1723940862.502462,0.0,131.0
1723940862.6240163,0.0,133.0
1723940862.642747,0.0,131.0
1723940862.7440734,0.0,133.0
1723940862.7582846,0.0,131.0
1723940862.8779268,0.0,131.0
1723940863.0127604,0.0,131.0
1723940863.1181996,0.0,133.0
1723940863.1327567,0.0,131.0
1723940863.2382083,0.0,133.0
1723940863.2535212,0.0,131.0
1723940863.373542,0.0,133.0
1723940863.3885486,0.0,131.0
1723940863.4930038,0.0,133.0
1723940863.5080059,0.0,131.0
1723940863.613209,0.0,133.0
1723940863.628209,0.0,131.0
1723940863.7483382,0.0,133.0
1723940863.7635927,0.0,131.0
1723940863.868812,0.0,133.0
1723940863.883877,0.0,131.0
1723940863.991166,0.0,133.0
1723940864.0034118,0.0,131.0
1723940864.123669,0.0,133.0
1723940864.1383483,0.0,131.0
1723940864.2458425,0.0,133.0
1723940864.257843,0.0,131.0
1723940864.618838,0.0,133.0
1723940864.632566,0.0,131.0
1723940864.7384984,0.0,133.0
1723940864.7530487,0.0,131.0
1723940864.8732085,0.0,133.0
1723940864.887326,0.0,131.0
1723940864.9941127,0.0,133.0
1723940865.008306,0.0,131.0
1723940865.1136203,0.0,133.0
1723940865.127621,0.0,131.0
1723940865.2489245,0.0,133.0
1723940865.26367,0.0,131.0
1723940865.369412,0.0,133.0
1723940865.3829074,0.0,131.0
1723940865.488036,0.0,133.0
1723940865.503073,0.0,131.0
1723940865.6239169,0.0,133.0
1723940865.6378083,0.0,131.0
1723940865.7467535,0.0,133.0
1723940865.7581053,0.0,131.0
1723940865.8639815,0.0,133.0
1723940865.8786068,0.0,131.0
1723940865.9981904,0.0,133.0
1723940866.0131943,0.0,131.0
1723940866.1192627,0.0,133.0
1723940866.1344113,0.0,131.0
1723940866.238816,0.0,133.0
1723940866.2536862,0.0,131.0
1723940866.3751233,0.0,133.0
1723940866.3890839,0.0,131.0
1723940866.4937403,0.0,133.0
1723940866.508351,0.0,131.0
1723940866.613553,0.0,133.0
1723940866.6309893,0.0,131.0
1723940866.748322,0.0,133.0
1723940866.7637112,0.0,131.0
1723940866.8838773,0.0,131.0
1723940867.2444572,0.0,133.0
1723940867.2582476,0.0,131.0
1723940867.363983,0.0,133.0
1723940867.3783596,0.0,131.0
1723940867.4986258,0.0,133.0
1723940867.514363,0.0,131.0
1723940867.6190646,0.0,133.0
1723940867.6338232,0.0,131.0
1723940867.7383718,0.0,133.0
1723940867.753297,0.0,131.0
1723940867.8737633,0.0,133.0
1723940867.8885098,0.0,131.0
1723940867.9955683,0.0,133.0
1723940868.0093114,0.0,131.0
1723940868.1138651,0.0,133.0
1723940868.129526,0.0,131.0
1723940868.263294,0.0,131.0
1723940868.3848367,0.0,131.0
1723940868.489298,0.0,133.0
1723940868.5033126,0.0,131.0
1723940868.6236515,0.0,133.0
1723940868.638294,0.0,131.0
1723940868.7440424,0.0,133.0
1723940868.7592442,0.0,131.0
1723940868.8638957,0.0,133.0
1723940868.8781397,0.0,131.0
1723940868.998621,0.0,133.0
1723940869.0132964,0.0,131.0
1723940869.118949,0.0,133.0
1723940869.1347108,0.0,131.0
1723940869.2388268,0.0,133.0
1723940869.253269,0.0,131.0
1723940869.3736274,0.0,133.0
1723940869.3877807,0.0,131.0
1723940869.4933736,0.0,133.0
1723940869.50933,0.0,131.0
1723940869.8698902,0.0,133.0
1723940869.8825994,0.0,131.0
1723940869.988563,0.0,133.0
1723940870.0033479,0.0,131.0
1723940870.1233742,0.0,133.0
1723940870.1381953,0.0,131.0
1723940870.243325,0.0,133.0
1723940870.2581842,0.0,131.0
1723940870.3638139,0.0,133.0
1723940870.3784976,0.0,131.0
1723940870.4986103,0.0,133.0
1723940870.5132115,0.0,131.0
1723940870.618755,0.0,133.0
1723940870.6381724,0.0,131.0
1723940870.7387369,0.0,133.0
1723940870.7532187,0.0,131.0
1723940870.876081,0.0,133.0
1723940870.888215,0.0,131.0
1723940870.9935012,0.0,133.0
1723940871.007473,0.0,131.0
1723940871.113768,0.0,133.0
1723940871.128278,0.0,131.0
1723940871.2480423,0.0,133.0
1723940871.263316,0.0,131.0
1723940871.3684475,0.0,133.0
1723940871.3837237,0.0,131.0
1723940871.49059,0.0,133.0
1723940871.5031564,0.0,131.0
1723940871.6235666,0.0,133.0
1723940871.640182,0.0,131.0
1723940871.7432382,0.0,133.0
1723940871.757455,0.0,131.0
1723940871.9997807,0.0,133.0
1723940872.0132163,0.0,131.0
1723940872.1193306,0.0,133.0
1723940872.1332088,0.0,131.0
1723940872.4941192,0.0,133.0
1723940872.5081801,0.0,131.0
1723940872.6141067,0.0,133.0
1723940872.6282003,0.0,131.0
1723940872.7483587,0.0,133.0
1723940872.7631495,0.0,131.0
1723940872.8686497,0.0,133.0
1723940872.8861325,0.0,131.0
1723940872.9884076,0.0,133.0
1723940873.003602,0.0,131.0
1723940873.1239054,0.0,133.0
1723940873.1377573,0.0,131.0
1723940873.243608,0.0,133.0
1723940873.258591,0.0,131.0
1723940873.3637414,0.0,133.0
1723940873.3791625,0.0,131.0
1723940873.4986715,0.0,133.0
1723940873.5132086,0.0,131.0
1723940873.6186929,0.0,133.0
1723940873.6332932,0.0,131.0
1723940873.738751,0.0,133.0
1723940873.753259,0.0,131.0
1723940873.8737898,0.0,133.0
1723940873.8885982,0.0,131.0
1723940873.99387,0.0,133.0
1723940874.007972,0.0,131.0
1723940874.1134439,0.0,133.0
1723940874.1274972,0.0,131.0
1723940874.2484894,0.0,133.0
1723940874.2632642,0.0,131.0
1723940874.3686328,0.0,133.0
1723940874.3826964,0.0,131.0
1723940874.4904153,0.0,133.0
1723940874.5032253,0.0,131.0
1723940874.6238368,0.0,133.0
1723940874.638062,0.0,131.0
1723940874.7438061,0.0,133.0
1723940874.7584524,0.0,131.0
1723940875.1189525,0.0,133.0
1723940875.1327121,0.0,131.0
1723940875.2388356,0.0,133.0
1723940875.253205,0.0,131.0
1723940875.3735726,0.0,133.0
1723940875.3878863,0.0,131.0
1723940875.4935687,0.0,133.0
1723940875.5084338,0.0,131.0
1723940875.6137874,0.0,133.0
1723940875.6282768,0.0,131.0
1723940875.7484047,0.0,133.0
1723940875.763243,0.0,131.0
1723940875.8683906,0.0,133.0
1723940875.883164,0.0,131.0
1723940875.988626,0.0,133.0
1723940876.0030642,0.0,131.0
1723940876.1236033,0.0,133.0
1723940876.1387143,0.0,131.0
1723940876.243542,0.0,133.0
1723940876.2585576,0.0,131.0
1723940876.3636906,0.0,133.0
1723940876.3781872,0.0,131.0
1723940876.4984303,0.0,133.0
1723940876.5126612,0.0,131.0
1723940876.6183093,0.0,133.0
1723940876.6326516,0.0,131.0
1723940876.7389295,0.0,133.0
1723940876.7532156,0.0,131.0
1723940876.8735545,0.0,133.0
1723940876.8876977,0.0,131.0
1723940876.993698,0.0,133.0
